Athlete Name,Country,Sport,Gender,Age,Gold Medals,Silver Medals,Bronze Medals
Sakiyo Asano,Japan,Hockey,F,25,0,0,0
Natalya Asanova,Uzbekistan,Athletics,F,22,0,0,0
Anita Asante,Great Britain,Football,F,27,0,0,0
Rohollah Asgari,Islamic Republic of Iran,Athletics,M,30,0,0,0
Toghrul Asgarov,Azerbaijan,Wrestling,M,19,1,0,0
Rabia Ashiq,Pakistan,Athletics,F,20,0,0,0
Irada Ashumova,Azerbaijan,Shooting,F,54,0,0,0
Jess Ashwood,Australia,Swimming,F,19,0,0,0
Erzhan Askarov,Kyrgyzstan,Athletics,M,26,0,0,0
Kosovare Asllani,Sweden,Football,F,23,0,0,0
Yared Asmerom,Eritrea,Athletics,M,32,0,0,0
Dina Aspandiyarova,Australia,Shooting,F,36,0,0,0
Victor Aspillaga Alayza,Peru,Rowing,M,27,0,0,0
Ophelie Aspord,France,Swimming,F,21,0,0,0
Valerio Aspromonte,Italy,Fencing,M,25,1,0,0
Omar Assar,Egypt,Table Tennis,M,21,0,0,0
Meskerem Assefa,Ethiopia,Athletics,F,26,0,0,0
Sofia Assefa,Ethiopia,Athletics,F,24,0,0,1
Sonia Asselah,Algeria,Judo,F,20,0,0,0
Volha Astashka,Belarus,Athletics,F,25,0,0,0
Jonathan Astrand,Finland,Athletics,M,26,0,0,0
Gloria Asumnu,Nigeria,Athletics,F,27,0,0,0
Choukri Atafi,Morocco,Wrestling,M,30,0,0,0
Hursit Atak,Turkey,Weightlifting,M,21,0,0,0
Aleksandar Atanasijevic,Serbia,Volleyball,M,20,0,0,0
Delphine Atangana,Cameroon,Athletics,F,27,0,0,0
Ahmed Ghithe G Atari,Qatar,Swimming,M,18,0,0,0
Marios Athanasiadis,Cyprus,Cycling - Mountain Bike,M,25,0,0,0
Huseyin Atici,Turkey,Athletics,M,26,0,0,0
Derrick Atkins,Bahamas,Athletics,M,28,0,0,0
Alia Atkinson,Jamaica,Swimming,F,23,0,0,0
Amy Atkinson,Guam,Athletics,F,23,0,0,0
Courtney Atkinson,Australia,Triathlon,M,32,0,0,0
Arnor Atlason,Iceland,Handball,M,28,0,0,0
Safouane Attaf,Morocco,Judo,M,28,0,0,0
Sarah Attar,Saudi Arabia,Athletics,F,19,0,0,0
Teneal Attard,Australia,Hockey,F,27,0,0,0
Pierre Aubameyang,Gabon,Football,M,23,0,0,0
Chelsea Aubry,Canada,Basketball,F,28,0,0,0
Sandra Auffarth,Germany,Equestrian,F,25,1,0,1
Jessica Augusto,Portugal,Athletics,F,30,0,0,0
Seimone Augustus,United States of America,Basketball,F,28,1,0,0
Kamila Augustyn,Poland,Badminton,F,30,0,0,0
Rafal Augustyn,Poland,Athletics,M,28,0,0,0
Apti Aukhadov,Russian Federation,Weightlifting,M,19,0,1,0
Aye Aye Aung,Myanmar,Judo,F,27,0,0,0
James Austin,Great Britain,Judo,M,29,0,0,0
Fatih Avan,Turkey,Athletics,M,23,0,0,0
Anna Avdeeva,Russian Federation,Athletics,F,27,0,0,0
Kevin Avila Soto,Guatemala,Swimming,M,19,0,0,0
Edwin Alcibiades Avila Vanegas,Colombia,Cycling - Track,M,22,0,0,0
Mariana Avitia,Mexico,Archery,F,18,0,0,1
Nazmi Avluca,Turkey,Wrestling,M,35,0,0,0
Giorgio Avola,Italy,Fencing,M,23,1,0,0
Roman Avramenko,Ukraine,Athletics,M,24,0,0,0
Ekaterina Avramova,Bulgaria,Swimming,F,20,0,0,0
Ahmed Awad,Egypt,Judo,M,25,0,0,0
Rabab Eid Sayed Awad,Egypt,Wrestling,F,22,0,0,0
Suguru Awaji,Japan,Fencing,M,23,0,1,0
Azizulhasni Awang,Malaysia,Cycling - Track,M,24,0,0,0
Daniel Awde,Great Britain,Athletics,M,24,0,0,0
Tarek Ayad,Egypt,Fencing,M,25,0,0,0
Hiwot Ayalew,Ethiopia,Athletics,F,22,0,0,0
Hassine Ayari,Tunisia,Wrestling,M,27,0,0,0
Ventsislav Aydarski,Bulgaria,Swimming,M,21,0,0,0
Naz Aydemir,Turkey,Volleyball,F,22,0,0,0
Sema Aydemir-Apak,Turkey,Athletics,F,26,0,0,0
Merve Aydin,Turkey,Athletics,F,22,0,0,0
Anouar Ayed,Tunisia,Handball,M,34,0,0,0
Thomas Ayeko,Uganda,Athletics,M,20,0,0,0
Camille Ayglon,France,Handball,F,27,0,0,0
Burcu Ayhan,Turkey,Athletics,F,22,0,0,0
Miranda Ayim,Canada,Basketball,F,24,0,0,0
Louise Ayling,New Zealand,Rowing,F,24,0,0,0
Luciana Aymar,Argentina,Hockey,F,35,0,1,0
Zied Ayt Okrame,Tunisia,Wrestling,M,23,0,0,0
Andres Antonio Ayub Valenzuela,Chile,Wrestling,M,30,0,0,0
Artur Ayvazyan,Ukraine,Shooting,M,39,0,0,0
Victoria Azarenka,Belarus,Tennis,F,23,1,0,1
Tatyana Azarova,Kazakhstan,Athletics,F,26,0,0,0
Jaime Azcarraga,Mexico,Equestrian,M,52,0,0,0
Tony Azevedo,United States of America,Water Polo,M,30,0,0,0
Massoud Azizi,Afghanistan,Athletics,M,23,0,0,0
Jeremie Azou,France,Rowing,M,23,0,0,0
Cesar Azpilicueta,Spain,Football,M,22,0,0,0
Yoshihiro Azuma,Japan,Athletics,M,21,0,0,0
Abdoulaye Ba,Senegal,Football,M,21,0,0,0
Sander Baart,Netherlands,Hockey,M,24,0,1,0
Jaroslav Baba,Czech Republic,Athletics,M,27,0,0,0
Bashir Asgari Babajanzadeh Darzi,Islamic Republic of Iran,Wrestling,M,22,0,0,0
Ivan Babaryka,Ukraine,Athletics,M,29,0,0,0
Sergey Babikov,Tajikistan,Shooting,M,44,0,0,0
Timea Babos,Hungary,Tennis,F,19,0,0,0
Fanny Babou,France,Swimming,F,23,0,0,0
Monia Baccaille,Italy,Cycling - Road,F,28,0,0,0
Howard Bach,United States of America,Badminton,M,33,0,0,0
Marta Bach Pascual,Spain,Water Polo,F,19,0,1,0
Sebastian Bachmann,Germany,Fencing,M,25,0,0,1
Katya Bachrouche,Lebanon,Swimming,F,22,0,0,0
Suyeon Back,Republic of Korea,Swimming,F,21,0,0,0
Peter Bacsi,Hungary,Wrestling,M,29,0,0,0
Andrew Baddeley,Great Britain,Athletics,M,30,0,0,0
Concepcion Badillo Diaz,Spain,Swimming,F,26,0,0,0
Ndiss Kaba Badji,Senegal,Athletics,M,28,0,0,0
Stephane Badji,Senegal,Football,M,22,0,0,0
Yeon-Ju Bae,Republic of Korea,Badminton,F,21,0,0,0
Il Joo Baek,Republic of Korea,Swimming,F,27,0,0,0
Sungdong Baek,Republic of Korea,Football,M,21,0,0,1
Carina BAER,Germany,Rowing,F,22,0,1,0
Dmitry Baga,Belarus,Football,M,22,0,0,0
Gediminas Bagdonas,Lithuania,Cycling - Road,M,26,0,0,0
Andrew Baggaley,Great Britain,Table Tennis,M,29,0,0,0
Marcos Baghdatis,Cyprus,Tennis,M,27,0,0,0
Julien Bahain,France,Rowing,M,26,0,0,0
Kamal Bahamdan,Saudi Arabia,Equestrian,M,42,0,0,1
Aliaksandr Bahdanovich,Belarus,Canoe Sprint,M,30,0,1,0
Andrei Bahdanovich,Belarus,Canoe Sprint,M,24,0,1,0
Anqi Bai,People's Republic of China,Swimming,F,19,0,0,0
Faquan Bai,People's Republic of China,Triathlon,M,26,0,0,0
Yermek Baiduashov,Kazakhstan,Wrestling,M,30,0,0,0
Maik Baier,Germany,Cycling - BMX,M,23,0,0,0
Daniel Bailey,Antigua and Barbuda,Athletics,M,25,0,0,0
Ryan Bailey,United States of America,Athletics,M,23,0,1,0
Ryan Bailey,United States of America,Water Polo,M,36,0,0,0
Kemar Bailey-Cole,Jamaica,Athletics,M,20,1,0,0
Tim Baillie,Great Britain,Canoe Slalom,M,33,1,0,0
Angie Bainbridge,Australia,Swimming,F,22,0,1,0
Balazs Baji,Hungary,Athletics,M,23,0,0,0
Lars Ytting Bak,Denmark,Cycling - Road,M,32,0,0,0
Emile Bakale,Congo,Swimming,M,24,0,0,0
Oluwadamilola Bakare,Great Britain,Volleyball,M,23,0,0,0
Peter Bakare,Great Britain,Volleyball,M,23,0,0,0
Keshia Baker,United States of America,Athletics,F,24,1,0,0
Mohammed Abduh Bakhet,Qatar,Athletics,M,24,0,0,0
Amina Bakhit,Sudan,Athletics,F,21,0,0,0
Norayr Bakhtamyan,Armenia,Shooting,M,41,0,0,0
Ole Magnus Bakken,Norway,Shooting,M,24,0,0,0
Billy Bakker,Netherlands,Hockey,M,23,0,1,0
Mariya Baklakova,Russian Federation,Swimming,F,15,0,0,0
Sergey Bakulin,Russian Federation,Athletics,M,25,0,0,0
Gustavo Balart,Cuba,Wrestling,M,25,0,0,0
Zsofia Balazs,Canada,Swimming,F,22,0,0,0
Serhat Balci,Turkey,Wrestling,M,30,0,0,0
Egidijus Balciunas,Lithuania,Canoe Sprint,M,37,0,0,0
Filippo Baldassari,Italy,Sailing,M,24,0,0,0
Ibrahima Balde,Senegal,Football,M,23,0,0,0
Claudia Balderrama,Bolivia,Athletics,F,28,0,0,0
Andrea Baldini,Italy,Fencing,M,26,1,0,0
Rob Bale,Great Britain,Swimming,M,22,0,0,0
Ivano Balic,Croatia,Handball,M,33,0,0,1
Anabel Balkenhol,Germany,Equestrian,F,40,0,0,0
Marcel Balkestein,Netherlands,Hockey,M,31,0,1,0
Ashleigh Ball,Great Britain,Hockey,F,26,0,0,1
Musaeb Abdulrahman Balla,Qatar,Athletics,M,23,0,0,0
Carlos Ballbe,Spain,Hockey,M,27,0,0,0
Coralie Balmy,France,Swimming,F,25,0,0,1
Erik Balnuweit,Germany,Athletics,M,23,0,0,0
Gabor Balog,Hungary,Swimming,M,21,0,0,0
Suzanne Balogh,Australia,Shooting,F,39,0,0,0
Elena Baltacha,Great Britain,Tennis,F,29,0,0,0
Yuliya Balykina,Belarus,Athletics,F,28,0,0,0
Lukasz Banak,Poland,Wrestling,M,28,0,0,0
Nelly Banco,France,Athletics,F,26,0,0,0
Anum Bandey,Pakistan,Swimming,F,15,0,0,0
Rahul Banerjee,India,Archery,M,25,0,0,0
Konstadinos Baniotis,Greece,Athletics,M,25,0,0,0
Imogen Bankier,Great Britain,Badminton,F,24,0,0,0
David Banks,United States of America,Rowing,M,28,0,0,0
Jarrod Bannister,Australia,Athletics,M,27,0,0,0
Amine Bannour,Tunisia,Handball,M,22,0,0,0
Anastassiya Bannova,Kazakhstan,Archery,F,23,0,0,0
Andriana Banova,Bulgaria,Athletics,F,25,0,0,0
Herve Banti,Monaco,Triathlon,M,35,0,0,0
Kelly-Ann Baptiste,Trinidad and Tobago,Athletics,F,25,0,0,0
Talita Baqlah,Jordan,Swimming,F,16,0,0,0
Elsa Baquerizo McMillan,Spain,Beach Volleyball,F,25,0,0,0
Samir Barac,Croatia,Water Polo,M,38,1,0,0
Xavier Barachet,France,Handball,M,23,1,0,0
Yuliya Baraley,Ukraine,Athletics,F,22,0,0,0
Jenny Barazza,Italy,Volleyball,F,31,0,0,0
Ana Barbachan,Brazil,Sailing,F,22,0,0,0
Morgan Barbancon Mestres,Spain,Equestrian,F,20,0,0,0
Kosta Barbarouses,New Zealand,Football,M,22,0,0,0
Arianna Barbieri,Italy,Swimming,F,23,0,0,0
Erica Barbieri,Italy,Judo,F,31,0,0,0
Henrique Barbosa,Brazil,Swimming,M,28,0,0,0
Leandrinho Barbosa,Brazil,Basketball,M,29,0,0,0
Neide Barbosa,Angola,Handball,F,31,0,0,0
Vera Barbosa,Portugal,Athletics,F,23,0,0,0
Georgina Bardach,Argentina,Swimming,F,28,0,0,0
Renan Bardini Bressan,Belarus,Football,M,23,0,0,0
Melanie Bardis,France,Weightlifting,F,26,0,0,0
Karen Bardsley,Great Britain,Football,F,27,0,0,0
Andrea Bari,Italy,Volleyball,M,32,0,0,1
Sonja Barjaktarovic,Montenegro,Handball,F,25,0,1,0
Roxanne Barker,South Africa,Football,F,21,0,0,0
Ebrahim Barkhordari,Islamic Republic of Iran,Shooting,M,29,0,0,0
David Barlow,Australia,Basketball,M,28,0,0,0
Daundre Barnaby,Canada,Athletics,M,21,0,0,0
Elisa Barnard,Australia,Archery,F,19,0,0,0
Nicole Barnhart,United States of America,Football,F,30,1,0,0
Andrea Barno San Martin,Spain,Handball,F,32,0,0,1
Khasan Baroev,Russian Federation,Wrestling,M,29,0,0,0
Thomas Baroukh,France,Rowing,M,24,0,0,0
Jessie Barr,Ireland,Athletics,F,23,0,0,0
Abdelaziz Barrada,Morocco,Football,M,23,0,0,0
Bronte Barratt,Australia,Swimming,F,23,0,1,1
Onan Barreiros,Spain,Sailing,M,30,0,0,0
Brigetta Barrett,United States of America,Athletics,F,21,0,1,0
Noel Barrionuevo,Argentina,Hockey,F,28,0,1,0
Juan Luis Barrios,Mexico,Athletics,M,29,0,0,0
Yarelys Barrios,Cuba,Athletics,F,29,0,0,0
Gonzalo Barroilhet,Chile,Athletics,M,25,0,0,0
Trevor Barron,United States of America,Athletics,M,19,0,0,0
Erick Barrondo,Guatemala,Athletics,M,21,0,1,0
Ana Barros,Angola,Handball,F,19,0,0,0
Marisa Barros,Portugal,Athletics,F,32,0,0,0
Sarah Barrow,Great Britain,Diving,F,23,0,0,0
Mamadou Barry,Guinea,Athletics,M,20,0,0,0
Peter Barry,Canada,Equestrian,M,56,0,0,0
Trevor Barry,Bahamas,Athletics,M,29,0,0,0
Anahit Barseghyan,Armenia,Swimming,F,18,0,0,0
Mutaz Essa Barshim,Qatar,Athletics,M,21,0,0,1
Jacob Barsoe,Denmark,Rowing,M,23,0,0,1
Jan Barta,Czech Republic,Cycling - Road,M,27,0,0,0
Nora Barta,Hungary,Diving,F,28,0,0,0
Lenka Bartakova,Czech Republic,Basketball,F,21,0,0,0
Danka Bartekova,Slovakia,Shooting,F,27,0,0,1
Ralf Bartels,Germany,Athletics,M,34,0,0,0
Mona Barthel,Germany,Tennis,F,22,0,0,0
Beata Bartkow Kwiatkowska,Poland,Shooting,F,30,0,0,0
Laura Bartlett,Great Britain,Hockey,F,24,0,0,1
Chris Bartley,Great Britain,Rowing,M,28,0,1,0
Zbigniew Bartman,Poland,Volleyball,M,25,0,0,0
Joe Bartoch,Canada,Swimming,M,29,0,0,0
Clive Barton,Australia,Shooting,M,40,0,0,0
Jitka Bartonickova,Czech Republic,Athletics,F,26,0,0,0
Katerina Bartonova,Czech Republic,Basketball,F,22,0,0,0
Miguel Barzola,Argentina,Athletics,M,30,0,0,0
Scott Basalaj,New Zealand,Football,M,18,0,0,0
Jeremy Bascom,Guyana,Athletics,M,28,0,0,0
Dimitri Bascou,France,Athletics,M,25,0,0,0
Vullnet Basha,Switzerland,Football,M,22,0,0,0
Kayla Bashore-Smedley,United States of America,Hockey,F,29,0,0,0
Sonja Basic,Croatia,Handball,F,24,0,0,0
Kalle Bask,Finland,Sailing,M,29,0,0,0
Mohamed Bassam,Egypt,Football,M,21,0,0,0
Ben Bassaw,France,Athletics,M,23,0,0,0
Ray Bassil,Lebanon,Shooting,F,23,0,0,0
Marc Bassingthwaighte,Namibia,Cycling - Mountain Bike,M,28,0,0,0
Jean Basson,South Africa,Swimming,M,24,0,0,0
Polona Batagelj,Slovenia,Cycling - Road,F,23,0,0,0
Sarah Blake Bateman,Iceland,Swimming,F,22,0,0,0
Noemi Batki,Italy,Diving,F,24,0,0,0
Ser-Od Bat-Ochir,Mongolia,Athletics,M,30,0,0,0
Suzy Batkovic,Australia,Basketball,F,31,0,0,1
Milos Batovsky,Slovakia,Athletics,M,33,0,0,0
Romano Battisti,Italy,Rowing,M,25,0,1,0
Emily Batty,Canada,Cycling - Mountain Bike,F,24,0,0,0
Nicolas Batum,France,Basketball,M,23,0,0,0
Paule Baudouin,France,Handball,F,27,0,0,0
Jack Bauer,New Zealand,Cycling - Road,M,27,0,0,0
Gregory Bauge,France,Cycling - Track,M,27,0,2,0
Hannes Baumann,Germany,Sailing,M,30,0,0,0
Iga Baumgart,Poland,Athletics,F,23,0,0,0
Simona Baumrtova,Czech Republic,Swimming,F,20,0,0,0
Tine Baun,Denmark,Badminton,F,33,0,0,0
Dotsie Bausch,United States of America,Cycling - Track,F,39,0,1,0
Ward Bauwens,Belgium,Swimming,M,19,0,0,0
Karolis Bauza,Lithuania,Judo,M,25,0,0,0
Louise Bawden,Australia,Beach Volleyball,F,31,0,0,0
Darkhan Bayakhmetov,Kazakhstan,Wrestling,M,26,0,0,0
Naranbaatar Bayaraa,Mongolia,Wrestling,M,32,0,0,0
Sebastian Bayer,Germany,Athletics,M,26,0,0,0
Aron Baynes,Australia,Basketball,M,25,0,0,0
Afgan Bayramov,Azerbaijan,Weightlifting,M,28,0,0,0
Rovshan Bayramov,Azerbaijan,Wrestling,M,25,0,1,0
Leonid Anatolievich Bazan,Bulgaria,Wrestling,M,27,0,0,0
Mario Bazan,Peru,Athletics,M,24,0,0,0
Umurbek Bazarbayev,Turkmenistan,Weightlifting,M,30,0,0,0
Assan Bazayev,Kazakhstan,Cycling - Road,M,31,0,0,0
Nadezda Bazhina,Russian Federation,Diving,F,24,0,0,0
Svenja Bazlen,Germany,Triathlon,F,28,0,0,0
Lorene Bazolo,Congo,Athletics,F,29,0,0,0
Tatiana Bazyuk,Russian Federation,Sailing,F,27,0,0,0
Chiara Bazzoni,Italy,Athletics,F,28,0,0,0
Gemma Beadsworth,Australia,Water Polo,F,25,0,0,1
Jamie Beadsworth,Australia,Water Polo,M,27,0,0,0
Lynne Beattie,Great Britain,Volleyball,F,26,0,0,0
Layne Beaubien,United States of America,Water Polo,M,36,0,0,0
Danielle Beaubrun,Saint Lucia,Swimming,F,22,0,0,0
Marie-Eve Beauchemin-Nadeau,Canada,Weightlifting,F,23,0,0,0
Marie-Pier Beaudet,Canada,Archery,F,25,0,0,0
Philippe Beaudry,Canada,Fencing,M,25,0,0,0
Maxime Beaumont,France,Canoe Sprint,M,30,0,0,0
Laura Bechtolsheimer,Great Britain,Equestrian,F,27,1,0,1
Charlotte Becker,Germany,Cycling - Road,F,29,0,0,0
Kanika Beckles,Grenada,Athletics,F,20,0,0,0
Nenad Bedik,Serbia,Rowing,M,23,0,0,0
Agata Bednarek,Poland,Athletics,F,24,0,0,0
Romela Begaj,Albania,Weightlifting,F,25,0,0,0
Irina-Camelia Begu,Romania,Tennis,F,21,0,0,0
Pascal Behrenbruch,Germany,Athletics,M,27,0,0,0
Clemence Beikes,France,Basketball,F,28,0,1,0
Elizabeth Beisel,United States of America,Swimming,F,19,0,1,1
Ruth Beitia,Spain,Athletics,F,33,0,0,0
Kenenisa Bekele,Ethiopia,Athletics,M,30,0,0,0
Tariku Bekele,Ethiopia,Athletics,M,25,0,0,1
Emir Bekric,Serbia,Athletics,M,21,0,0,0
Alexei Bel,Cuba,Wrestling,M,22,0,0,0
Mohamed Khaled Belabbas,Algeria,Athletics,M,31,0,0,0
Friederike Belcher,Germany,Sailing,F,30,0,0,0
Mathew Belcher,Australia,Sailing,M,29,1,0,0
Claudia Belderbos,Netherlands,Rowing,F,27,0,0,1
Almensh Belete,Belgium,Athletics,F,23,0,0,0
Mimi Belete,Bahrain,Athletics,F,24,0,0,0
Sarra Belhocine,Algeria,Volleyball,F,17,0,0,0
Olga Beliaeva,Russian Federation,Water Polo,F,27,0,0,0
Maria Belibasaki,Greece,Athletics,F,21,0,0,0
Marina Belikova,Russian Federation,Shooting,F,26,0,0,0
Bojan Beljanski,Serbia,Handball,M,26,0,0,0
Olga Belkina,Russian Federation,Athletics,F,21,0,0,0
Daniel Bell,New Zealand,Swimming,M,22,0,0,0
Katie Bell,United States of America,Diving,F,24,0,0,0
Zachary Bell,Canada,Cycling - Track,M,29,0,0,0
Francoise Bella,Cameroon,Football,F,29,0,0,0
El Mahdi Bellaarouss,Morocco,Football,M,22,0,0,0
Jefferson Bellaguarda,Switzerland,Beach Volleyball,M,35,0,0,0
Craig Bellamy,Great Britain,Football,M,33,0,0,0
Janeil Bellille,Trinidad and Tobago,Athletics,F,23,0,0,0
Concepcion Bellorin,Spain,Judo,F,31,0,0,0
Thomaz Bellucci,Brazil,Tennis,M,24,0,0,0
Tarik Belmadani,France,Wrestling,M,24,0,0,0
Dailin Belmonte,Cuba,Athletics,F,26,0,0,0
Mireia Belmonte Garcia,Spain,Swimming,F,21,0,2,0
Yana Belomoyna,Ukraine,Cycling - Mountain Bike,F,19,0,0,0
Marco Belotti,Italy,Swimming,M,23,0,0,0
Olga Belova,Russian Federation,Water Polo,F,18,0,0,0
Fabiana Beltrame,Brazil,Rowing,F,30,0,0,0
Samuel Beltz,Australia,Rowing,M,31,0,0,0
Daria Belyakina,Russian Federation,Swimming,F,25,0,0,0
Evgeniya Belyakova,Russian Federation,Basketball,F,26,0,0,0
Mohammed Bemammer,Morocco,Football,M,22,0,0,0
Haitem Ben Alayech,Tunisia,Wrestling,M,23,0,0,0
Amira Ben Amor,Tunisia,Athletics,F,26,0,0,0
Amira Ben Chaabane,Tunisia,Fencing,F,22,0,0,0
Mehdi Ben Cheikh,Tunisia,Volleyball,M,33,0,0,0
Bilel Ben Hassine,Tunisia,Volleyball,M,29,0,0,0
Afef Ben Ismail,Tunisia,Canoe Sprint,F,18,0,0,0
Makram Ben Romdhane,Tunisia,Basketball,M,23,0,0,0
Mohamed Ben Slimane,Tunisia,Volleyball,M,30,0,0,0
Amor Ben Yahia,Tunisia,Athletics,M,27,0,0,0
Diego Benaglio,Switzerland,Football,M,28,0,0,0
Tarek Aziz Benaissa,Algeria,Wrestling,M,21,0,0,0
Maximilian Benassi,Italy,Canoe Sprint,M,26,0,0,0
Alfonso Benavidez Lopes de Ayala,Spain,Canoe Sprint,M,21,0,0,0
Jose Reynaldo Bencosme de Leon,Italy,Athletics,M,20,0,0,0
Michele Benedetti,Italy,Diving,M,27,0,0,0
Nicola Benedetti,Italy,Modern Pentathlon,M,26,0,0,0
Petr Benes,Czech Republic,Beach Volleyball,M,37,0,0,0
Meaghan Benfeito,Canada,Diving,F,23,0,0,1
Jerry Bengtson,Honduras,Football,M,25,0,0,0
Angelica Bengtsson,Sweden,Athletics,F,19,0,0,0
Rolf-Goran Bengtsson,Sweden,Equestrian,M,50,0,0,0
Tanoh Benie,Cote d'Ivoire,Wrestling,F,18,0,0,0
Bruna Beatriz Benites Soares,Brazil,Football,F,26,0,0,0
Alejandra Benitez,Venezuela,Fencing,F,32,0,0,0
Pamela Benitez,El Salvador,Swimming,F,21,0,0,0
Jenifer Benitez Benitez,Spain,Diving,F,23,0,0,0
Barbara Benko,Hungary,Cycling - Mountain Bike,F,22,0,0,0
Julien Benneteau,France,Tennis,M,30,0,0,1
Laura Bennett,United States of America,Triathlon,F,37,0,0,0
Ronald Bennett,Honduras,Athletics,M,27,0,0,0
Ryan Bennett,Great Britain,Football,M,22,0,0,0
Hawley Bennett-Awad,Canada,Equestrian,F,35,0,0,0
Zohra Bensalem,Algeria,Volleyball,F,22,0,0,0
Craig Benson,Great Britain,Swimming,M,18,0,0,0
Anna Bentley,Great Britain,Fencing,F,31,0,0,0
Allan Bentsen,Denmark,Table Tennis,M,43,0,0,0
Fumiyuki Beppu,Japan,Cycling - Road,M,29,0,0,0
Oleg Berdos,Republic of Moldova,Cycling - Road,M,25,0,0,0
Tomas Berdych,Czech Republic,Tennis,M,26,0,0,0
Zsombor Berecz,Hungary,Sailing,M,26,0,0,0
Ricky Berens,United States of America,Swimming,M,24,1,1,0
Olga Beresnyeva,Ukraine,Swimming,F,26,0,0,0
Katarina Beresova,Slovakia,Athletics,F,24,0,0,0
Yury Berezhko,Russian Federation,Volleyball,M,28,1,0,0
Lindsey Berg,United States of America,Volleyball,F,32,0,1,0
Zakarya Bergdich,Morocco,Football,M,23,0,0,0
Stig Andre Berge,Norway,Wrestling,M,29,0,0,0
Gabriel Bergen,Canada,Rowing,M,30,0,1,0
Claire Bergin,Ireland,Athletics,F,27,0,0,0
Jere Bergius,Finland,Athletics,M,25,0,0,0
Emma Berglund,Sweden,Football,F,23,0,0,0
Ignacio Bergner,Argentina,Hockey,M,27,0,0,0
Zuzana Bergrova,Czech Republic,Athletics,F,27,0,0,0
Eline Berings,Belgium,Athletics,F,26,0,0,0
Lobke Berkhout,Netherlands,Sailing,F,31,0,0,1
Carlos Berlocq,Argentina,Tennis,M,29,0,0,0
Yanet Bermoy Acosta,Cuba,Judo,F,25,0,1,0
Patricia Alejandra Bermudez,Argentina,Wrestling,F,25,0,0,0
Carlos Berna,Colombia,Weightlifting,M,22,0,0,0
Antoni Bernado,Andorra,Athletics,M,45,0,0,0
Pablo Aitor Bernal Rosique,Spain,Cycling - Track,M,25,0,0,0
Alain Bernard,France,Swimming,M,29,1,0,0
Ali Sue Bernard,United States of America,Wrestling,F,26,0,0,0
Jeimy Bernardez,Honduras,Athletics,F,25,0,0,0
Natalia Bernardo,Angola,Handball,F,25,0,0,0
Neisha Bernard-Thomas,Grenada,Athletics,F,31,0,0,0
Milosz Bernatajtys,Poland,Rowing,M,30,0,0,0
Jean Baptiste Bernaz,France,Sailing,M,25,0,0,0
Peter Bernek,Hungary,Swimming,M,20,0,0,0
Justine Bernier,Canada,Football,F,23,0,0,0
Juozas Bernotas,Lithuania,Sailing,M,23,0,0,0
Cedric Berrest,France,Rowing,M,27,0,0,0
Maria Bertelli,Great Britain,Volleyball,F,34,0,0,0
Sara Bertolasi,Italy,Rowing,F,24,0,0,0
Elodie Bertrand,France,Sailing,F,31,0,0,0
Ryan Bertrand,Great Britain,Football,M,23,0,0,0
Annemieke Bes,Netherlands,Sailing,F,34,0,0,0
Azza Besbes,Tunisia,Fencing,F,21,0,0,0
Sarra Besbes,Tunisia,Fencing,F,23,0,0,0
Irina Bespalova,Russian Federation,Swimming,F,31,0,0,0
Mariya Bespalova,Russian Federation,Athletics,F,26,0,0,0
Gabriela Best,Argentina,Rowing,F,27,0,0,0
Ana Talia Betancur David,Colombia,Wrestling,F,26,0,0,0
Berta Betanzos,Spain,Sailing,F,24,0,0,0
Yoandris Betanzos,Cuba,Athletics,M,30,0,0,0
Charles Edward Betts,United States of America,Wrestling,M,26,0,0,0
Sam Bewley,New Zealand,Cycling - Mountain Bike,M,25,0,0,1
Simon Beyeler,Switzerland,Shooting,M,30,0,0,0
Bebey Beyene,Cameroon,Football,F,20,0,0,0
Ursa Bezan,Slovenia,Swimming,F,18,0,0,0
Sergiy Bezugliy,Azerbaijan,Canoe Sprint,M,27,0,0,0
Arjan Bhullar,Canada,Wrestling,M,26,0,0,0
Mahesh Bhupathi,India,Tennis,M,38,0,0,0
Muhammad Umar Bhutta,Pakistan,Hockey,M,19,0,0,0
Yauhen Biadulin,Belarus,Judo,M,26,0,0,0
Cecilia Biagioli,Argentina,Swimming,F,27,0,0,0
Ilaria Bianchi,Italy,Swimming,F,22,0,0,0
Roberta Bianconi,Italy,Water Polo,F,23,0,0,0
Aude Biannic,France,Cycling - Road,F,21,0,0,0
Damir Bicanic,Croatia,Handball,M,27,0,0,1
Nora Aida Bicet,Spain,Athletics,F,34,0,0,0
Bence Biczo,Hungary,Swimming,M,19,0,0,0
Walid Bidani,Algeria,Weightlifting,M,18,0,0,0
Soufiane Bidaoui,Morocco,Football,M,22,0,0,0
Mohammad Bidaryan,Islamic Republic of Iran,Swimming,M,23,0,0,0
Paul Biedermann,Germany,Swimming,M,26,0,0,0
Graham Biehl,United States of America,Sailing,M,25,0,0,0
Maciej Bielecki,Poland,Cycling - Track,M,25,0,0,0
Quentin Bigot,France,Athletics,M,19,0,0,0
Tetyana Bilenko,Ukraine,Table Tennis,F,28,0,0,0
Erol Bilgin,Turkey,Weightlifting,M,25,0,0,0
Rahman Bilici,Turkey,Wrestling,M,27,0,0,0
Mete Binay,Turkey,Weightlifting,M,27,0,0,0
